Data,Fruta,Venda,Pais
2022-05-08,Banana,83.0,Colombia
2022-10-29,Banana,63.0,Colombia
2022-02-11,Banana,81.0,Colombia
2022-06-04,Banana,93.0,Colombia
2022-01-28,Banana,75.0,Colombia
2022-04-29,Banana,59.0,Colombia
2022-07-03,Banana,60.0,Colombia
2022-05-29,Banana,81.0,Colombia
2022-04-13,Banana,68.0,Colombia
2022-02-14,Banana,75.0,Colombia
2022-05-28,Banana,83.0,Colombia
2022-10-02,Banana,66.0,Colombia
2022-09-11,Banana,57.0,Colombia
2022-11-10,Banana,78.0,Colombia
2022-05-29,Banana,67.0,Colombia
2022-06-04,Banana,63.0,Colombia
2022-01-28,Banana,63.0,Colombia
2022-03-23,Banana,56.0,Colombia
2022-03-09,Banana,100.0,Colombia
2022-09-06,Banana,84.0,Colombia
2022-06-07,Banana,85.0,Colombia
2022-05-30,Banana,78.0,Colombia
2022-11-21,Banana,86.0,Colombia
2022-05-22,Banana,91.0,Colombia
2022-08-14,Banana,93.0,Colombia
2022-07-16,Banana,59.0,Colombia
2022-09-24,Banana,66.0,Colombia
2022-03-31,Banana,70.0,Colombia
2022-01-06,Banana,96.0,Colombia
2022-08-02,Banana,54.0,Colombia
2022-06-25,Banana,80.0,Colombia
2022-01-09,Banana,84.0,Colombia
2022-06-10,Banana,63.0,Colombia
2022-11-01,Banana,82.0,Colombia
2022-03-29,Banana,97.0,Colombia
2022-06-16,Banana,96.0,Colombia
2022-06-29,Banana,67.0,Colombia
2022-09-14,Banana,83.0,Colombia
2022-07-23,Banana,67.0,Colombia
2022-09-25,Banana,95.0,Colombia
2022-11-28,Banana,98.0,Colombia
2022-12-22,Banana,68.0,Colombia
2022-12-29,Banana,74.0,Colombia
2022-08-29,Banana,61.0,Colombia
2022-05-02,Banana,76.0,Colombia
2022-12-06,Banana,80.0,Colombia
2022-02-01,Banana,94.0,Colombia
2022-01-31,Banana,51.0,Colombia
2022-04-04,Banana,69.0,Colombia
2022-04-02,Banana,78.0,Colombia
2022-03-10,Banana,60.0,Colombia
2022-01-21,Banana,75.0,Colombia
2022-03-11,Banana,61.0,Colombia
2022-05-04,Banana,74.0,Colombia
2022-07-09,Banana,51.0,Colombia
2022-04-09,Banana,89.0,Colombia
2022-04-12,Banana,59.0,Colombia
2022-08-19,Banana,51.0,Colombia
2022-10-10,Banana,58.0,Colombia
2022-08-15,Banana,65.0,Colombia
2022-05-15,Banana,74.0,Colombia
2022-03-13,Banana,87.0,Colombia
2022-12-27,Banana,71.0,Colombia
2022-04-27,Cereja,72.0,Colombia
2022-10-17,Cereja,94.0,Colombia
2022-12-07,Cereja,66.0,Colombia
2022-09-11,Cereja,80.0,Colombia
2022-10-01,Cereja,96.0,Colombia
2022-03-27,Cereja,73.0,Colombia
2022-10-15,Cereja,85.0,Colombia
2022-04-27,Cereja,94.0,Colombia
2022-11-20,Cereja,50.0,Colombia
2022-08-27,Cereja,68.0,Colombia
2022-09-08,Cereja,75.0,Colombia
2022-02-13,Cereja,52.0,Colombia
2022-02-20,Cereja,67.0,Colombia
2022-02-12,Cereja,73.0,Colombia
2022-01-27,Cereja,60.0,Colombia
2022-09-18,Cereja,96.0,Colombia
2022-05-09,Cereja,59.0,Colombia
2022-06-10,Cereja,64.0,Colombia
2022-05-08,Cereja,89.0,Colombia
2022-05-15,Cereja,78.0,Colombia
2022-01-07,Cereja,99.0,Colombia
2022-05-09,Cereja,69.0,Colombia
2022-11-27,Cereja,86.0,Colombia
2022-10-21,Cereja,61.0,Colombia
2022-04-07,Cereja,56.0,Colombia
2022-12-13,Cereja,73.0,Colombia
2022-05-24,Cereja,71.0,Colombia
2022-04-24,Cereja,73.0,Colombia
2022-12-29,Cereja,62.0,Colombia
2022-05-20,Cereja,92.0,Colombia
2022-04-28,Cereja,78.0,Colombia
2022-04-04,Cereja,76.0,Colombia
2022-03-29,Cereja,60.0,Colombia
2022-02-19,Cereja,66.0,Colombia
2022-11-13,Laranja,93.0,Colombia
2022-09-07,Laranja,70.0,Colombia
2022-10-09,Laranja,64.0,Colombia
2022-09-05,Laranja,65.0,Colombia
2022-08-26,Laranja,68.0,Colombia
2022-06-27,Laranja,88.0,Colombia
2022-05-30,Laranja,55.0,Colombia
2022-05-10,Laranja,52.0,Colombia
2022-07-31,Laranja,100.0,Colombia
2022-04-11,Laranja,92.0,Colombia
2022-10-02,Laranja,91.0,Colombia
2022-09-17,Laranja,50.0,Colombia
2022-07-25,Laranja,52.0,Colombia
2022-01-16,Laranja,95.0,Colombia
2022-10-26,Laranja,75.0,Colombia
2022-04-09,Laranja,62.0,Colombia
2022-02-18,Laranja,63.0,Colombia
2022-04-12,Laranja,84.0,Colombia
2022-08-11,Laranja,52.0,Colombia
2022-10-17,Laranja,53.0,Colombia
2022-04-23,Laranja,85.0,Colombia
2022-08-24,Laranja,93.0,Colombia
2022-04-03,Laranja,84.0,Colombia
2022-12-28,Laranja,59.0,Colombia
2022-06-23,Laranja,53.0,Colombia
2022-07-23,Laranja,62.0,Colombia
2022-11-01,Laranja,75.0,Colombia
2022-02-07,Laranja,86.0,Colombia
2022-03-06,Laranja,90.0,Colombia
2022-11-14,Laranja,88.0,Colombia
2022-04-02,Laranja,64.0,Colombia
2022-07-11,Laranja,66.0,Colombia
2022-05-22,Laranja,55.0,Colombia
2022-08-19,Laranja,77.0,Colombia
2022-06-17,Laranja,98.0,Colombia
2022-10-27,Laranja,64.0,Colombia
2022-09-23,Laranja,99.0,Colombia
2022-05-18,Laranja,89.0,Colombia
2022-03-21,Laranja,57.0,Colombia
2022-01-30,Laranja,61.0,Colombia
2022-07-02,Laranja,62.0,Colombia
2022-01-17,Laranja,68.0,Colombia
2022-08-30,Laranja,54.0,Colombia
2022-04-17,Laranja,64.0,Colombia
2022-11-24,Laranja,84.0,Colombia
2022-05-27,Laranja,78.0,Colombia
2022-08-05,Laranja,65.0,Colombia
2022-04-17,Laranja,91.0,Colombia
2022-04-10,Laranja,56.0,Colombia
2022-10-15,Laranja,94.0,Colombia
2022-04-08,Laranja,65.0,Colombia
2022-10-18,Laranja,82.0,Colombia
2022-10-15,Laranja,82.0,Colombia
2022-05-27,Laranja,97.0,Colombia
2022-11-22,Laranja,99.0,Colombia
2022-08-04,Laranja,69.0,Colombia
2022-10-10,Laranja,63.0,Colombia
2022-02-23,Laranja,72.0,Colombia
2022-12-19,Laranja,78.0,Colombia
2022-07-30,Laranja,86.0,Colombia
2022-01-03,Laranja,73.0,Colombia
2022-05-03,Laranja,50.0,Colombia
2022-06-12,Laranja,63.0,Colombia
2022-12-30,Laranja,62.0,Colombia
2022-10-09,Laranja,93.0,Colombia
2022-06-08,Laranja,50.0,Colombia
2022-11-06,Laranja,73.0,Colombia
2022-01-16,Laranja,65.0,Colombia
2022-08-16,Laranja,67.0,Colombia
2022-09-19,Laranja,68.0,Colombia
2022-04-20,Laranja,83.0,Colombia
2022-08-29,Laranja,88.0,Colombia
2022-08-05,Laranja,66.0,Colombia
2022-05-07,Laranja,70.0,Colombia
2022-08-14,Laranja,50.0,Colombia
2022-07-28,Laranja,89.0,Colombia
2022-10-20,Laranja,100.0,Colombia
2022-06-12,Laranja,54.0,Colombia
2022-04-21,Laranja,93.0,Colombia
2022-08-19,Laranja,90.0,Colombia
2022-04-20,Laranja,86.0,Colombia
2022-10-19,Laranja,56.0,Colombia
2022-01-10,Laranja,99.0,Colombia
2022-05-28,Laranja,64.0,Colombia
2022-06-24,Laranja,100.0,Colombia
2022-06-09,Laranja,87.0,Colombia
2022-09-27,Laranja,65.0,Colombia
2022-12-29,Laranja,57.0,Colombia
2022-12-01,Laranja,72.0,Colombia
2022-06-01,Laranja,79.0,Colombia
2022-12-20,Laranja,82.0,Colombia
2022-02-20,Laranja,88.0,Colombia
2022-06-26,Laranja,78.0,Colombia
2022-03-01,Laranja,66.0,Colombia
2022-05-19,Laranja,64.0,Colombia
2022-09-30,Laranja,90.0,Colombia
2022-04-06,Laranja,82.0,Colombia
2022-05-22,Laranja,85.0,Colombia
2022-07-19,Laranja,78.0,Colombia
2022-03-27,Laranja,61.0,Colombia
2022-11-29,Laranja,95.0,Colombia
2022-11-12,Laranja,92.0,Colombia
2022-08-21,Laranja,62.0,Colombia
2022-05-05,Laranja,64.0,Colombia
2022-10-14,Laranja,84.0,Colombia
2022-06-26,Laranja,75.0,Colombia
2022-11-12,Laranja,76.0,Colombia
2022-02-04,Laranja,62.0,Colombia
2022-01-13,Laranja,91.0,Colombia
2022-09-17,Laranja,66.0,Colombia
2022-11-24,Laranja,87.0,Colombia
2022-08-07,Laranja,51.0,Colombia
2022-02-18,Laranja,94.0,Colombia
2022-05-27,Laranja,56.0,Colombia
2022-03-19,Laranja,51.0,Colombia
2022-04-16,Laranja,82.0,Colombia
2022-05-07,Laranja,61.0,Colombia
2022-04-19,Laranja,72.0,Colombia
2022-11-23,Laranja,78.0,Colombia
2022-01-17,Laranja,77.0,Colombia
2022-08-01,Laranja,60.0,Colombia
2022-12-14,Laranja,97.0,Colombia
2022-09-11,Laranja,81.0,Colombia
2022-07-07,Laranja,50.0,Colombia
2022-06-25,Laranja,72.0,Colombia
2022-09-13,Laranja,56.0,Colombia
2022-09-09,Laranja,87.0,Colombia
2022-04-11,Laranja,92.0,Colombia
2022-05-18,Laranja,50.0,Colombia
2022-11-02,Laranja,57.0,Colombia
2022-12-06,Laranja,57.0,Colombia
2022-03-20,Laranja,81.0,Colombia
2022-04-24,Laranja,69.0,Colombia
2022-02-23,Laranja,78.0,Colombia
2022-10-07,Laranja,80.0,Colombia
2022-10-15,Laranja,76.0,Colombia
2022-03-17,Laranja,98.0,Colombia
2022-11-08,Laranja,98.0,Colombia
2022-11-30,Laranja,100.0,Colombia
2022-04-24,Laranja,85.0,Colombia
2022-07-18,Laranja,68.0,Colombia
2022-11-16,Laranja,70.0,Colombia
2022-06-24,Laranja,88.0,Colombia
2022-09-25,Laranja,69.0,Colombia
2022-02-17,Laranja,87.0,Colombia
2022-10-31,Laranja,66.0,Colombia
2022-06-24,Laranja,58.0,Colombia
2022-12-04,Laranja,60.0,Colombia
2022-03-25,Laranja,79.0,Colombia
2022-03-14,Laranja,78.0,Colombia
2022-09-06,Laranja,61.0,Colombia
2022-09-30,Laranja,89.0,Colombia
2022-10-21,Maça,78.0,Colombia
2022-04-26,Maça,50.0,Colombia
2022-03-20,Maça,76.0,Colombia
2022-08-26,Maça,61.0,Colombia
2022-12-11,Maça,98.0,Colombia
2022-10-14,Maça,53.0,Colombia
2022-07-02,Maça,66.0,Colombia
2022-10-30,Maça,89.0,Colombia
2022-06-08,Maça,63.0,Colombia
2022-08-14,Maça,71.0,Colombia
2022-10-21,Maça,96.0,Colombia
2022-07-22,Maça,58.0,Colombia
2022-03-20,Maça,67.0,Colombia
2022-08-06,Maça,89.0,Colombia
2022-09-26,Maça,60.0,Colombia
2022-11-28,Maça,71.0,Colombia
2022-04-22,Maça,67.0,Colombia
2022-11-11,Maça,53.0,Colombia
2022-10-15,Maça,52.0,Colombia
2022-09-06,Maça,58.0,Colombia
2022-04-22,Maça,86.0,Colombia
2022-01-08,Maça,95.0,Colombia
2022-11-16,Maça,60.0,Colombia
2022-12-30,Maça,86.0,Colombia
2022-08-29,Maça,76.0,Colombia
2022-12-09,Maça,63.0,Colombia
2022-07-12,Maça,67.0,Colombia
2022-01-16,Maça,91.0,Colombia
2022-06-24,Maça,80.0,Colombia
2022-12-21,Maça,95.0,Colombia
2022-09-08,Maça,88.0,Colombia
2022-11-23,Maça,79.0,Colombia
2022-02-10,Maça,55.0,Colombia
2022-01-16,Maça,93.0,Colombia
2022-04-28,Maça,97.0,Colombia
2022-09-15,Maça,91.0,Colombia
2022-08-03,Maça,83.0,Colombia
2022-03-11,Maça,82.0,Colombia
2022-06-16,Maça,95.0,Colombia
2022-04-25,Maça,81.0,Colombia
2022-06-28,Maça,56.0,Colombia
2022-03-25,Maça,84.0,Colombia
2022-06-15,Maça,77.0,Colombia
2022-01-28,Maça,50.0,Colombia
2022-10-10,Maça,85.0,Colombia
2022-05-25,Maça,85.0,Colombia
2022-08-26,Maça,84.0,Colombia
2022-10-22,Maça,57.0,Colombia
2022-12-13,Maça,97.0,Colombia
2022-02-18,Maça,81.0,Colombia
2022-09-11,Maça,60.0,Colombia
2022-01-24,Maça,86.0,Colombia
2022-05-12,Maça,79.0,Colombia
2022-05-26,Maça,83.0,Colombia
2022-12-26,Maça,97.0,Colombia
2022-05-01,Maça,54.0,Colombia
2022-03-30,Maça,50.0,Colombia
2022-01-07,Maça,59.0,Colombia
2022-04-09,Maça,74.0,Colombia
2022-01-28,Maça,63.0,Colombia
2022-01-04,Maça,75.0,Colombia
2022-09-10,Maça,58.0,Colombia
2022-05-15,Maça,91.0,Colombia
2022-12-09,Maça,62.0,Colombia
2022-12-16,Maça,99.0,Colombia
2022-06-26,Maça,66.0,Colombia
2022-11-10,Maça,76.0,Colombia
2022-02-07,Maça,97.0,Colombia
2022-04-17,Maça,67.0,Colombia
2022-12-24,Maça,57.0,Colombia
2022-11-10,Maça,85.0,Colombia
2022-08-31,Maça,90.0,Colombia
2022-04-17,Maça,82.0,Colombia
2022-10-20,Maça,51.0,Colombia
2022-12-23,Maça,65.0,Colombia
2022-10-25,Maça,79.0,Colombia
2022-03-21,Maça,84.0,Colombia
2022-08-20,Maça,93.0,Colombia
2022-06-15,Maça,88.0,Colombia
2022-04-27,Maça,73.0,Colombia
2022-08-19,Maça,75.0,Colombia
2022-09-28,Maça,89.0,Colombia
2022-12-25,Maça,73.0,Colombia
2022-05-29,Maça,80.0,Colombia
2022-03-14,Maça,82.0,Colombia
2022-05-12,Maça,84.0,Colombia
2022-08-12,Maça,75.0,Colombia
2022-01-09,Maça,90.0,Colombia
2022-12-18,Maça,86.0,Colombia
2022-09-29,Maça,53.0,Colombia
2022-04-17,Maça,95.0,Colombia
2022-06-01,Maça,59.0,Colombia
2022-06-06,Maça,75.0,Colombia
2022-11-18,Maça,81.0,Colombia
2022-09-11,Maça,51.0,Colombia
2022-04-07,Maça,78.0,Colombia
2022-07-28,Maça,75.0,Colombia
2022-10-12,Maça,59.0,Colombia
2022-01-23,Maça,55.0,Colombia
2022-06-24,Maça,77.0,Colombia
2022-06-24,Maça,81.0,Colombia
2022-12-18,Maça,56.0,Colombia
2022-04-23,Maça,75.0,Colombia
2022-07-07,Maça,71.0,Colombia
2022-03-24,Maça,79.0,Colombia
2022-11-15,Maça,67.0,Colombia
2022-12-21,Maça,92.0,Colombia
2022-11-19,Maça,64.0,Colombia
2022-08-15,Maça,62.0,Colombia
2022-12-30,Maça,81.0,Colombia
2022-09-22,Maça,77.0,Colombia
2022-11-04,Maça,99.0,Colombia
2022-01-26,Maça,55.0,Colombia
2022-05-01,Maça,92.0,Colombia
2022-11-12,Maça,71.0,Colombia
2022-02-07,Maça,51.0,Colombia
2022-01-08,Maça,83.0,Colombia
2022-11-22,Maça,91.0,Colombia
2022-01-01,Maça,52.0,Colombia
2022-07-07,Maça,91.0,Colombia
2022-07-13,Maça,81.0,Colombia
2022-05-12,Maça,73.0,Colombia
2022-07-09,Maça,70.0,Colombia
2022-06-07,Maça,61.0,Colombia
2022-04-16,Maça,62.0,Colombia
2022-01-15,Maça,92.0,Colombia
2022-05-14,Maça,87.0,Colombia
2022-12-05,Maça,97.0,Colombia
2022-10-27,Maça,75.0,Colombia
2022-03-20,Maça,53.0,Colombia
2022-12-23,Maça,83.0,Colombia
2022-12-27,Maça,76.0,Colombia
2022-02-25,Maça,82.0,Colombia
2022-04-02,Maça,64.0,Colombia
2022-11-29,Maça,58.0,Colombia
2022-11-17,Maça,98.0,Colombia
2022-03-04,Maça,93.0,Colombia
2022-04-16,Maça,98.0,Colombia
2022-04-05,Maça,78.0,Colombia
2022-12-19,Maça,70.0,Colombia
2022-01-24,Maça,97.0,Colombia
2022-01-02,Maça,99.0,Colombia
2022-08-13,Maça,64.0,Colombia
2022-01-23,Maça,59.0,Colombia
2022-09-07,Maça,91.0,Colombia
2022-05-20,Maça,90.0,Colombia
2022-03-19,Maça,86.0,Colombia
2022-11-28,Maça,99.0,Colombia
2022-10-12,Maça,71.0,Colombia
2022-08-11,Maça,64.0,Colombia
2022-02-18,Maça,51.0,Colombia
2022-08-30,Maça,77.0,Colombia
2022-11-27,Maça,57.0,Colombia
2022-12-28,Maça,73.0,Colombia
2022-01-15,Maça,82.0,Colombia
2022-06-22,Maça,84.0,Colombia
2022-05-03,Manga,83.0,Colombia
2022-01-19,Manga,99.0,Colombia
2022-10-16,Manga,59.0,Colombia
2022-10-12,Manga,70.0,Colombia
2022-08-20,Manga,72.0,Colombia
2022-09-24,Manga,51.0,Colombia
2022-12-08,Manga,81.0,Colombia
2022-01-25,Manga,88.0,Colombia
2022-04-04,Manga,95.0,Colombia
2022-03-17,Manga,76.0,Colombia
2022-03-09,Manga,53.0,Colombia
2022-01-23,Manga,100.0,Colombia
2022-07-01,Manga,60.0,Colombia
2022-06-11,Manga,100.0,Colombia
2022-10-17,Manga,95.0,Colombia
2022-09-01,Manga,82.0,Colombia
2022-11-18,Manga,94.0,Colombia
2022-03-11,Manga,57.0,Colombia
2022-08-05,Manga,83.0,Colombia
2022-06-18,Manga,61.0,Colombia
2022-04-26,Manga,93.0,Colombia
2022-11-26,Manga,100.0,Colombia
2022-02-24,Manga,81.0,Colombia
2022-07-21,Manga,79.0,Colombia
2022-08-13,Manga,65.0,Colombia
2022-08-31,Manga,96.0,Colombia
2022-10-21,Manga,66.0,Colombia
2022-09-11,Manga,88.0,Colombia
2022-10-21,Manga,86.0,Colombia
2022-05-16,Manga,98.0,Colombia
2022-05-27,Manga,98.0,Colombia
2022-11-19,Manga,75.0,Colombia
2022-06-05,Manga,58.0,Colombia
2022-05-05,Manga,88.0,Colombia
2022-03-17,Manga,99.0,Colombia
2022-06-29,Manga,96.0,Colombia
2022-12-14,Manga,66.0,Colombia
2022-09-01,Manga,88.0,Colombia
2022-03-02,Manga,90.0,Colombia
2022-11-24,Manga,53.0,Colombia
2022-06-27,Manga,64.0,Colombia
2022-06-02,Manga,95.0,Colombia
2022-03-12,Manga,99.0,Colombia
2022-05-08,Manga,100.0,Colombia
2022-06-18,Manga,69.0,Colombia
2022-03-13,Manga,92.0,Colombia
2022-01-17,Manga,92.0,Colombia
2022-06-12,Manga,73.0,Colombia
2022-12-09,Manga,94.0,Colombia
2022-02-24,Manga,97.0,Colombia
2022-06-26,Manga,94.0,Colombia
2022-09-21,Manga,64.0,Colombia
2022-09-24,Manga,67.0,Colombia
2022-04-14,Manga,60.0,Colombia
2022-09-20,Manga,72.0,Colombia
2022-04-21,Manga,74.0,Colombia
2022-04-22,Manga,60.0,Colombia
2022-03-28,Manga,60.0,Colombia
2022-08-26,Manga,99.0,Colombia
2022-12-24,Manga,72.0,Colombia
2022-10-13,Manga,90.0,Colombia
2022-05-11,Manga,59.0,Colombia
2022-11-04,Manga,99.0,Colombia
2022-07-23,Manga,66.0,Colombia
2022-08-13,Manga,93.0,Colombia
2022-03-06,Manga,69.0,Colombia
2022-01-20,Manga,60.0,Colombia
2022-06-05,Manga,80.0,Colombia
2022-01-15,Manga,87.0,Colombia
2022-06-03,Manga,90.0,Colombia
2022-01-16,Manga,50.0,Colombia
2022-01-15,Manga,90.0,Colombia
2022-05-30,Manga,84.0,Colombia
2022-05-11,Manga,50.0,Colombia
2022-01-29,Manga,66.0,Colombia
2022-06-19,Manga,54.0,Colombia
2022-01-19,Manga,64.0,Colombia
2022-12-03,Manga,74.0,Colombia
2022-02-12,Manga,72.0,Colombia
2022-08-21,Manga,68.0,Colombia
2022-08-11,Mango,71.0,Colombia
2022-03-28,Mango,76.0,Colombia
2022-06-07,Mango,56.0,Colombia
2022-03-08,Mango,56.0,Colombia
2022-07-31,Mango,53.0,Colombia
2022-07-26,Mango,63.0,Colombia
2022-07-28,Mango,64.0,Colombia
2022-06-18,Mango,91.0,Colombia
2022-10-14,Mango,51.0,Colombia
2022-10-21,Mango,51.0,Colombia
2022-07-05,Mango,93.0,Colombia
2022-03-12,Mango,89.0,Colombia
2022-08-28,Mango,61.0,Colombia
2022-03-24,Mango,97.0,Colombia
2022-02-01,Mango,74.0,Colombia
2022-11-02,Mango,74.0,Colombia
2022-07-03,Mango,67.0,Colombia
2022-11-20,Mango,80.0,Colombia
2022-05-16,Mango,72.0,Colombia
2022-11-30,Mango,69.0,Colombia
2022-12-13,Mango,95.0,Colombia
2022-04-24,Mango,87.0,Colombia
2022-05-05,Mango,52.0,Colombia
2022-12-25,Mango,89.0,Colombia
2022-12-30,Mango,100.0,Colombia
2022-06-28,Mango,59.0,Colombia
2022-09-27,Mango,61.0,Colombia
2022-09-07,Mango,87.0,Colombia
2022-09-08,Mango,68.0,Colombia
2022-05-19,Mango,63.0,Colombia
2022-05-06,Mango,59.0,Colombia
2022-04-19,Mango,98.0,Colombia
2022-06-15,Mango,85.0,Colombia
2022-08-06,Mango,64.0,Colombia
2022-05-18,Mango,88.0,Colombia
2022-05-24,Mango,63.0,Colombia
2022-10-09,Mango,70.0,Colombia
2022-01-30,Mango,69.0,Colombia
2022-03-07,Mango,96.0,Colombia
2022-10-28,Mango,52.0,Colombia
2022-08-12,Mango,89.0,Colombia
2022-10-07,Mango,74.0,Colombia
2022-01-03,Mango,61.0,Colombia
2022-07-18,Mango,99.0,Colombia
2022-09-22,Melancia,74.0,Colombia
2022-08-05,Melancia,77.0,Colombia
2022-08-11,Melancia,88.0,Colombia
2022-04-18,Melancia,55.0,Colombia
2022-09-19,Melancia,64.0,Colombia
2022-01-18,Melancia,84.0,Colombia
2022-08-02,Melancia,64.0,Colombia
2022-10-06,Melancia,70.0,Colombia
2022-04-03,Melancia,59.0,Colombia
2022-01-28,Melancia,72.0,Colombia
2022-04-06,Melancia,86.0,Colombia
2022-10-12,Melancia,56.0,Colombia
2022-05-01,Melancia,86.0,Colombia
2022-04-26,Melancia,89.0,Colombia
2022-07-24,Melancia,57.0,Colombia
2022-05-05,Melancia,84.0,Colombia
2022-03-30,Melancia,79.0,Colombia
2022-09-19,Melancia,96.0,Colombia
2022-09-27,Melancia,84.0,Colombia
2022-08-31,Melancia,83.0,Colombia
2022-04-04,Melancia,90.0,Colombia
2022-09-25,Melancia,72.0,Colombia
2022-10-03,Melancia,92.0,Colombia
2022-07-12,Melancia,98.0,Colombia
2022-10-15,Melancia,80.0,Colombia
2022-12-02,Melancia,58.0,Colombia
2022-02-06,Melancia,76.0,Colombia
2022-11-18,Melancia,77.0,Colombia
2022-11-24,Melancia,63.0,Colombia
2022-08-11,Melancia,63.0,Colombia
2022-08-09,Melancia,59.0,Colombia
2022-11-22,Melancia,75.0,Colombia
2022-05-29,Melancia,80.0,Colombia
2022-01-13,Melancia,70.0,Colombia
2022-03-23,Melancia,56.0,Colombia
2022-06-07,Melancia,61.0,Colombia
2022-10-08,Melancia,72.0,Colombia
2022-07-12,Melancia,77.0,Colombia
2022-06-16,Melancia,51.0,Colombia
2022-11-13,Melancia,60.0,Colombia
2022-09-10,Melancia,90.0,Colombia
2022-11-11,Melancia,55.0,Colombia
2022-08-05,Melancia,54.0,Colombia
2022-01-17,Melancia,81.0,Colombia
2022-03-05,Melancia,84.0,Colombia
2022-06-07,Melancia,78.0,Colombia
2022-11-08,Melancia,86.0,Colombia
2022-03-09,Melancia,55.0,Colombia
2022-03-08,Melancia,88.0,Colombia
2022-08-28,Melancia,83.0,Colombia
2022-10-18,Melancia,93.0,Colombia
2022-09-17,Melancia,70.0,Colombia
2022-03-03,Melancia,95.0,Colombia
2022-11-06,Melancia,67.0,Colombia
2022-06-02,Melancia,84.0,Colombia
2022-11-17,Melancia,68.0,Colombia
2022-08-25,Melancia,50.0,Colombia
2022-11-05,Melancia,72.0,Colombia
2022-05-02,Melancia,51.0,Colombia
2022-12-21,Melancia,67.0,Colombia
2022-04-05,Melancia,54.0,Colombia
2022-12-09,Melancia,70.0,Colombia
2022-04-29,Melancia,69.0,Colombia
2022-10-19,Melancia,57.0,Colombia
2022-06-05,Melancia,57.0,Colombia
2022-03-24,Melancia,86.0,Colombia
2022-02-20,Melancia,91.0,Colombia
2022-05-13,Melancia,82.0,Colombia
2022-09-13,Melancia,87.0,Colombia
2022-05-29,Melancia,78.0,Colombia
2022-01-06,Melancia,73.0,Colombia
2022-10-09,Melancia,99.0,Colombia
2022-03-06,Melancia,95.0,Colombia
2022-12-26,Melancia,63.0,Colombia
2022-03-10,Melancia,88.0,Colombia
2022-02-26,Melancia,83.0,Colombia
2022-09-09,Melancia,89.0,Colombia
2022-01-14,Melancia,90.0,Colombia
2022-04-27,Melancia,84.0,Colombia
2022-12-23,Melancia,52.0,Colombia
2022-03-24,Melancia,79.0,Colombia
2022-07-04,Melancia,70.0,Colombia
2022-03-19,Melancia,56.0,Colombia
2022-02-01,Melancia,96.0,Colombia
2022-02-25,Melancia,96.0,Colombia
2022-08-14,Melancia,68.0,Colombia
2022-06-12,Melancia,50.0,Colombia
2022-12-08,Melancia,62.0,Colombia
2022-08-09,Melancia,59.0,Colombia
2022-03-23,Melancia,71.0,Colombia
2022-09-05,Melancia,74.0,Colombia
2022-12-20,Melancia,86.0,Colombia
2022-07-12,Melancia,94.0,Colombia
2022-05-08,Melancia,98.0,Colombia
2022-01-29,Melancia,71.0,Colombia
2022-09-02,Melancia,96.0,Colombia
2022-02-09,Melancia,94.0,Colombia
2022-11-19,Melancia,63.0,Colombia
2022-02-10,Melancia,86.0,Colombia
2022-08-14,Melancia,74.0,Colombia
2022-05-07,Melancia,94.0,Colombia
2022-10-21,Melancia,94.0,Colombia
2022-06-17,Melancia,59.0,Colombia
2022-01-30,Melancia,92.0,Colombia
2022-11-19,Melancia,86.0,Colombia
2022-06-19,Melancia,98.0,Colombia
2022-01-07,Melancia,83.0,Colombia
2022-03-21,Melancia,85.0,Colombia
2022-01-25,Melancia,73.0,Colombia
2022-05-01,Melancia,91.0,Colombia
2022-09-25,Melancia,60.0,Colombia
2022-05-08,Melancia,100.0,Colombia
2022-03-15,Melancia,68.0,Colombia
2022-03-11,Melancia,58.0,Colombia
2022-07-10,Melancia,88.0,Colombia
2022-07-25,Melancia,50.0,Colombia
2022-08-14,Melancia,55.0,Colombia
2022-03-27,Melancia,62.0,Colombia
2022-07-20,Melancia,86.0,Colombia
2022-06-05,Melancia,100.0,Colombia
2022-08-15,Melancia,68.0,Colombia
2022-10-12,Melancia,57.0,Colombia
2022-09-12,Melancia,80.0,Colombia
2022-06-26,Morango,66.0,Colombia
2022-10-22,Morango,77.0,Colombia
2022-06-20,Morango,56.0,Colombia
2022-10-18,Morango,78.0,Colombia
2022-01-04,Morango,79.0,Colombia
2022-02-11,Morango,90.0,Colombia
2022-07-28,Morango,95.0,Colombia
2022-07-16,Morango,86.0,Colombia
2022-01-17,Morango,74.0,Colombia
2022-12-27,Morango,68.0,Colombia
2022-08-11,Morango,100.0,Colombia
2022-02-23,Morango,94.0,Colombia
2022-12-27,Morango,83.0,Colombia
2022-01-24,Morango,58.0,Colombia
2022-03-19,Morango,65.0,Colombia
2022-08-10,Morango,78.0,Colombia
2022-07-10,Morango,59.0,Colombia
2022-10-03,Morango,63.0,Colombia
2022-11-14,Morango,87.0,Colombia
2022-03-12,Morango,76.0,Colombia
2022-07-28,Morango,100.0,Colombia
2022-08-08,Morango,99.0,Colombia
2022-01-21,Morango,63.0,Colombia
2022-07-12,Morango,53.0,Colombia
2022-10-20,Morango,99.0,Colombia
2022-04-18,Morango,64.0,Colombia
2022-07-23,Morango,91.0,Colombia
2022-10-24,Morango,91.0,Colombia
2022-12-28,Morango,64.0,Colombia
2022-07-12,Morango,70.0,Colombia
2022-04-10,Morango,62.0,Colombia
